"FeedingType","MeanPred","MedianPred","MeanPrey","MedianPrey","MeanRatio","MedianRatio"
"predacious/piscivorous",6.18277377770291,7.46737106691756,-0.81751453479111,0.398776119957368,1.12552144253109,1.12552144253109
"piscivorous",6.18277377770291,7.46737106691756,-0.81751453479111,0.398776119957368,1.12552144253109,1.12552144253109
"planktivorous",6.18277377770291,7.46737106691756,-0.81751453479111,0.398776119957368,1.12552144253109,1.12552144253109
"predacious",6.18277377770291,7.46737106691756,-0.81751453479111,0.398776119957368,1.12552144253109,1.12552144253109
"insectivorous",6.18277377770291,7.46737106691756,-0.81751453479111,0.398776119957368,1.12552144253109,1.12552144253109
